,review,sentiment
47191,"I won't reiterate what so many others have said about this film; I'll try to add a few new points. The Coolio-as-vampire bit is a nod to fans who are familiar with his turn on the Blondie song ""No Exit"" in which he assumes the role of a rapping vampire (it actually works as a musical concept and is in fact a great song). Casper Van Dien is no worse than Brad Pitt and is actually more handsome. And really what does anyone go to a Brad Pitt movie for other than eye candy? Same here, although this is poorly filmed (check out ""Starship Troopers"" instead). And of course Udo Kier, after having played Dracula in the Morrissey/Warhol film, has little more than a cameo. Enjoy it if you can.",negative
47198,"A cast of 1980's TV movie and TV series guest stars (Misty Rowe, Pamela Hemsley,Clevon Little, Seymour Cassel among several others)in the story of a photographer who has dreams about killing his models. Of course the models and other people start turning up dead causing all sorts of complications.<br /><br />Over done not very good thriller has enough nudity and violence to get an R rating but not enough good material to engender any real interest. This is best described as the sort of movie that gave the cable channel Cinemax the alternate name of Skinamax. I really can't see the point of watching this unless you need to see every sleazy thriller out there. (I also have to comment that this film is filled with smoking, to the point that it becomes laughable when anyone lights up)",negative
47201,"Not too good a movie. Sure, it contains action, but the effects aren't all that good for a '08 movie. Gunshot effects are downright horrible. Acting is ""meh"" <br /><br />It is nothing like Far Cry, other than names and the very basics of the story (genetically enhanced super soldiers going amok). The super soldiers are very different, the mercenaries are different, the setting are completely different (tropical island in the pacific in the game, island in northern-ish America in the movie).<br /><br />I loved playing Far Cry. I loved the story and setting. I hated the movie.",negative
47207,"My 2 year old likes the Doodlebops show, it seems to keep his attention for awhile. The characters are interesting, vibrant with primary colours and all. There's not much educational content that the intended target audience could benefit from, but they do seem to have a theme each show and try to teach kids about sharing and respect and other basics, so I like it for that. It's well produced with high production values. But it's really just an average show like most of the shows on TV these days. We don't buy into the merchandise angle and have our son wearing everything Dooblebop. I don't think we'd spend money to go to a live show, if they ever came to town. Going to The Zoo or the Science Centre is a far better experience for everyone involved and in my opinion is money better spent.",positive
47223,"Plotwise this is a rather silly little whodunnit masquerading as a period drama/biopic.<br /><br />However the only reason I wanted to see it in the first place was because I was curious about what the great Henry Fonda was really like at his peak. I wasn't disappointed - he produces a truly warm and charismatic performance.<br /><br />In addition I can honestly say that I was never really bored at any stage during the film, so a strong ***1/2 Out of *****",positive
47232,"This might sound weird, but I only got to see the first movie (The Emperor's New Groove, yaddayadda) a week ago and only because of one episode of the TV show. I simply adore Kuzco's character, but Kronk isn't that bad either. Anyway, eventually I decided to watch the second film, just so I would've seen it. Hoped it would be as good as the first one, but... I'm sorry to tell this, but the more the humour got American, the more I yawned. I agreed with Kuzco when he started crying seeing all the cheesy footage.<br /><br />Still, younger kids and probably veterans too will love this movie to bits (if they like the old school moralising Disney that is), but I just had expectations that were an eensy teensy little bit hell of a lot higher than they should've been. Kronk is a lovely character, being good hearted and dumb all at once, but it were Pacha and Kuzco in drag that woke me up at the end of the movie. (I'll ignore Rudy... for as far that's possible).<br /><br />Anyway, great movie, just not my style and as they say, you always have to be true to your groove.",negative
47234,"Well, I'd be lying if I said that this could easily rival Spiderman or the Batman movies. Still, it was more appealing to me for it's moral value. I first bought the VHS when my son was about 2 years old and it immediately became his favorite. My wife and I are avid supporters of Robert Townsend and have been since he used credit cards to finance his first movie, ""Hollywood Shuffle"". True, he needs to take advantage of the talents and knowledge of technical advisors to make the films more believable, but his movies are still fun.<br /><br />Meteor Man provides a hero with an Urban Contemporary feel. I always felt that, if there were superheroes, they wouldn't provide the same scenarios as depicted in the comics. Meteor Man is realistic hero with real problems: Car broken into, bad neighborhood, local drug-dealing gangs using children for distribution, etc. The scope of his mission stayed pretty much within the community.<br /><br />What I found to be truly entertaining, outside of James Earl Jones' ""young forever"" performance, was how the neighborhood responded to his newly discovered powers. It wasn't long before they had a full agenda lined up for him, without his input, of course. It was hilarious to hear them offer to lend him out to other communities where their extended families lived.<br /><br />Yes, the plot was weak, the movie was predictable, there was bad acting and continuity was rotten, but it ranks #1 with my kids. Robert Townsend works to bring movies ""home"" so to speak. I doubt he'll ever truly be recognized as the talented actor/producer/director he truly is, but there are and will always be, those that love him for his efforts.<br /><br />One point to ponder about the film, which I find amusing: Throughout the entire battle with Simon, no one bothered to call the police???? Also, what mother and father do you know that will watch their son fight from a window? My mother would have been right there, scrapping by my side, toe-to-toe. Dad would be loading his pistol. lol<br /><br />Rent it and check it out. It's worth seeing at least once and good for those of you that are fans of Sinbad, Luther Vandross, Bill Cosby, Big Daddy Kane, etc. Great job with the cameos Robert!",negative
47236,"Fast Times it ain't. But check this movie out, it has a heart. Pour yourself a drink and enjoy. It's loaded with a slew of just-beginning stars. Sherilyn Fenn has her first on-screen credited cameo. Chris Penn, Lea Thompson, Eric Stotz, Jenny Wright, Rick Moranis, etc.--they all look so young. Oh and if you look closely the cop's wife is Nancy Wilson from the rock band Heart.",positive
47253,"Ooverall, the movie was fairly good, a good action plot with a fair amount of explosions and fight scenes, but Chuck Norris did hardly anything, except for disarm the bomb and shoot a few characters. The movie was very similar to the events of Sept. 11, with a bin laden-like terrorist sending a video to the president (Urich) and threatening to detonate it. Judson Mills had some superb action roles, taking out Rashid's compound and various kick-butt roles but, there was a lack of Chuck Norris. Judson took over most of the action, leaving Joshua (chuck) with Que on her computer. But, overall, it was realistic and didn't lack the action, but only did it on Mr. Norris' part. I gave the film 7/10.",positive
47261,"(Spoilers Ahead!) This same exact plot from this movie has been done before. It has been done in Ferris Bueller's Day Off! Marques ""Bat Man"" Houston plays sick. His gullible parents believe him. His sister knows that he's faking, but she still must go to school! She is mad. He has a party with his friends while his parents are away. By the time his parents get home, he is sick again and his parents never found out about the party. I like Immature better when they were in House Party 3 and still immature!",negative
47267,"A couple of years before SCREAM spoofed the slasher/horror genre with savvy, self-conscious young things knowing every trick in the book of what to do and not to do in a precarious situation, a little movie produced in Russia hit the theatres without any grandiose pretensions.<br /><br />This movie was MUTE WITNESS. Starring a cast of unknowns (except an extremely brief cameo by Sir Alec Guiness whose scenes were purportedly filmed eight years prior to the actual filming of this movie), it told the story of a mute make-up artist, Billie, who is working on a film on location in Russia produced and directed by her sister's boyfriend Andy. She is unaware that the set has closed when she goes to retrieve her belongings and inadvertently stumbles onto a porn shoot that becomes extremely bloody. Overcome with horror she alerts the murderers of her presence, a chase ensues, and finally she is rescued by Andy who take her home as they alert the police. The trouble is... there is no body, no evidence that anything of the sort took place. Even so, a mysterious inspector seems to be on Billie's side of the story....<br /><br />And to say more would be criminal. MUTE WITNESS is the kind of film that demands a scrutiny of viewing similar to the most intricate, clever thriller because as much as it is a convoluted thriller, it's one that pays its dues to movies like WAIT UNTIL DARK and the best of Hitchcock in its choice of camera cuts, deadpan humor, Americans reacting in foreign countries where they are powerless, and nail-biting suspense until it seems something must snap. Even if the story does become a little too implausible due to the fact that the story arc suddenly becomes the focus of an even greater conspiracy, the film succeeds in not trying to trick the audience with cheap shots (for example the sudden appearance of a person on camera accompanied by a crashing swell of violins) but with the fear of the unknown and that death is only a shadow away. Very smart.",positive
47282,"The 1980s TV show, updated with fresh female flesh, and raunchy language. ""The Dukes of Hazzard"" passed me by; it was not repeated whenever I was in front of the television in either New York or California; or, I probably would have watched. Still, from somewhere (like the clips accompanying this film's updated 2005 release), I knew it was about a fast, orange Dodge Charger - and, the ""General Lee"" is still good to go. <br /><br />Hunky cousins Seann William Scott and Johnny Knoxville (as Bo and Luke Duke) are the New Riders of the Orange Sage. Beautiful Jessica Simpson (as Daisy) fills her skimpy short well - but, even her arousing pink bikini can't beat off the competition from a dormitory full of bouncing, topless coeds. The too stupid plot involves a graying Burt Reynolds (as ""Boss"" Hogg) threatening to turn Hazzard County into a strip-mine.<br /><br />** The Dukes of Hazzard (7/27/05) Jay Chandrasekhar ~ Seann William Scott, Johnny Knoxville, Jessica Simpson, Burt Reynolds",negative
47296,"It gives the ordinary guy/girl the chance to be on television singing as their favourite stars.<br /><br />For the majority of the time, they sound like the singer they are meant to be portraying.<br /><br />Another twist to it - A team of make up people and costumers dress the contestant up like that singer. They might not look like them but the likelihood of getting someone that sounds like a person looking exactly the same as them are very slim.<br /><br />It's a load of fun for your Saturday night - and the contestants aren't raging wannabes like they are on another TV singing show. The fact that there are no prizes involved and it is for fun means that it will attract a different type of person.<br /><br />The only gripe i have is with the Kids version - it looks like they have done the round of stage schools- what happened to the normal kids?",positive
47332,"Budget limitations, time restrictions, shooting a script and then cutting it, cutting it, cutting it... This crew is a group of good, young filmmakers; thoughtful in this script - yes, allegorical - clever in zero-dollar effects when time and knowledge is all you have, relying on actors and friends and kind others for their time, devotion, locations; and getting a first feature in the can, a 1-in-1000 thing. These guys make films. Good ones. Check out their shorts collection ""Heartland Horrors"" and see the development. And I can vouch, working with them is about the most fun thing you'll do in the business. I'm stymied by harsh, insulting criticism for this film, wondering if one reviewer even heard one word of dialogue, pondered one thought or concept, or if all that was desired of this work was the visual gore of bashing and slashing to satisfy some mindless view of what horror should mean to an audience. Let ""The Empty Acre"" bring itself to you. Don't preconceive what you expect it should be just because it gets put in the horror/thriller genre due to its supernatural premise. It's a drama with depth beyond how far you can stick a blade into someone with a reverence for a message that doesn't assault your brain's visual center, but rather, draws upon one's empathetic imagination to experience other's suffering of mind and spirit. mark ridgway, Curtis, ""The Empty Acre""",positive
47335,"HUSBANDS BEWARE is a remake of the Shemp classic BRIDELESS GROOM. The film's new cooking scene at the beginning of the film is great. The stooges are always funny when they cook. However after the first few minutes of cooking footage, we cut to original footage of BRIDELESS GROOM. One thing I noticed about these 1953 to 1956 remakes are that they do fit with the new story. They do an insert shot if the old story line doesn't match.<br /><br />HUSBANDS BEWARE does have a new ending, but I won't give it away to those who want to be surprised.<br /><br /> **** out of 4 stars.",positive
47346,"A wealthy young man, raised as a SON OF THE GODS, must confront his Chinese heritage while living in a White world.<br /><br />Although the premise upon which this film is based is almost certainly a biological impossibility and the secret of the plot when revealed at the movie's conclusion makes all which has preceded it faintly ludicrous, the story still serves up some decent entertainment and good acting.<br /><br />Richard Barthelmess has the title role as the sweet-natured Oriental whose life is terribly complicated because he looks Caucasian. Barthelmess keeps the tone of his performance serious throughout, gazing intently into the middle distance (a mannerism he developed during Silent Days) whenever his character is indecently misused. He makes no attempt to replicate his classic performance in D. W. Griffith's BROKEN BLOSSOMS (1919) and this is to his credit. Beautiful Constance Bennett is the millionaire's daughter who makes Barthelmess miserable. She is gorgeous as always, but her behavior does not endear her to the viewer and her terrible illness in the final reel is kept mercifully off screen.<br /><br />Multi-talented Frank Albertson has a small role as Barthelmess' improvident buddy. Serene E. Alyn Warren and blustery Anders Randolf play the leading stars' very different fathers, while Claude King distinguishes his brief appearance as the English author who befriends Barthelmess.<br /><br />Movie mavens will recognize little Dickie Moore, uncredited, playing Barthelmess as a tiny child.<br /><br />The original Technicolor of the flashback sequence has faded with time to a ruddy tint. The shot purporting to be the South of France instead looks suspiciously like Avalon on Santa Catalina Island, off the coast of Southern California.",positive
47348,"Okay. To enjoy this silent comedy short you MUST suspend disbelief concerning the major starting point for the film. If you can't then you'll probably be more likely to score this film a lot lower. Charlie Chase has a HUGE overbite and his wife has a nose large enough to have its own area code. Unknown to each other, they have both been saving to have surgery to correct these defects. Apparently, plastic and dental surgery was better back in the 1920s because neither seemed to have any need to recuperate from these major surgeries and they looked just dandy right away!! Okay, remember I said to ignore this, right?! Okay, well you also have to then ignore the difficult to believe idea that both could then meet and have no idea the other is their spouse. Okay,...now that you allowed yourself to accept these two silly premises, the film gets really, really good.<br /><br />Charlie makes a pass at her and she makes a pass at him. Both are shocked and thrilled because no one has ever really considered them attractive. So, because of this new vanity they agree to go on a date. But, they both sneak back home--not wanting their spouses to know! Anyway, they meet later and are quite attracted to each other. But what about the poor spouses supposedly at home? Well, they both learn that the other is married and both anticipate their marriages will result in divorce because they really want to be with each other! Late in the film, Charlie figures out that the woman really is his wife and he goes through a very funny sequence where he plays both the boyfriend and the old husband--by changing his clothes and putting in false teeth when he plays the hubby! It really is a laugh riot to see him bouncing in and out of the room as he appears to be fighting with another person! You really have to see it to believe it. However, the wife sees an ad with Charlie's before and after photos and knows what's happening. In the end, they both feel pretty foolish!",positive
47352,"""When a small Bavarian village is beset with a string of mysterious deaths, the local (magistrate) demands answers into (sic) the attacks. While the police detective refuses to believe the nonsense about vampires returning to the village, the local doctor treating the victims begins to suspect the truth about the crimes,"" according to the DVD sleeve's synopsis.<br /><br />An inappropriately titled, dramatically unsatisfying, vampire mystery.<br /><br />Curiously, the film's second tier easily out-perform the film's lackluster stars: stoic Lionel Atwill (as Otto von Niemann), skeptical Melvyn Douglas (as Karl Brettschneider), and pretty Fay Wray (as Ruth Bertin). The much more enjoyable supporting cast includes bat-crazy Dwight Frye (as Herman), hypochondriac Maude Eburne (as Aunt Gussie Schnappmann), and suspicious George E. Stone (as Kringen). Mr. Frye, Ms. Eburne, and Mr. Stone outperform admirably. Is there another movie ending with a mad rush to the bathroom? <br /><br />Magnesium sulfate Epsom salts it's a laxative! <br /><br />**** The Vampire Bat (1933) Frank Strayer ~ Dwight Frye, Melvyn Douglas, Maude Eburne",negative
47357,"This was one of Christie's later stories. Throughout her long career, she was interested in the shifting narrative and the notion of conflicting agents. Both are essentially the same thing and boil down to questions of who it is that controls or creates the situation.<br /><br />In detective fiction, the game is a matter of conflicting realities. The murderer intends to change reality to fool the detective, the writer intends to do the same to the reader. Both the reader and the detective are in similar battles to create what they see. That's why her stories often include a writer.<br /><br />In her works, she explores every combination of tricks she can think of that deal with this. Along the way, we often have bodies that are not who they seem, and times, and intended victims and such. But the real magic of the books is this notion of control. In 'Bertram's' it was literally a building.<br /><br />Here, it is a dead man. Well, sometimes that happens, but not like this. It is as if the writer were the famous Mr. Rafiel. This is particularly sweet to Marple readers who remember this same character from the 'Carribean Mystery,' which in a way was also framed by her nephew. In that story, Rafiel was the conveyor of the story to the authorities.<br /><br />The producers of this series have an almost wacky commitment to using a different creative team on each one. Sometimes it produces bland work. The 'Bertram's' episode was rather brilliantly staged. This one is the most lavish of the lot, and has an active camera. But unlike the 'Bertram's' work, it has nothing to do with the story.<br /><br />The camera moves and captures merely because it can. The 'Citizen Kane' quote at the beginning was a little too literal and blunt. This story is good, but the adapter took out some pretty critical stuff, and that irrelevant camera annoys.<br /><br />Ted's Evaluation -- 2 of 3: Has some interesting elements.",negative
47358,"When a hardworking entrepreneur is rejected from a prestigious country club, he starts a battle between the members and eventually buys it from Ty Webb(Chevy Chase) and turns it into a theme park/golf course in which everyone can join.<br /><br />This is by no means a good movie, but it is still slightly amusing at times. Almost all of the comedy is cheap slapstick and bad jokes except for Chevy Chase. Chevy Chase plays one of his greatest roles as Ty Webb for a second time and plays it great. He is not only the funniest character in the movie, he is the only funny character in the movie. Even Dan Akroyd fails to bring humor to this film which aspires to be a great sequel to a classic comedy but falls to rubble with others shown on Comedy Central. The movie might have been better if Ty Webb(Chase) had a larger role but instead he was reduced to a minor character and the star became Jackie Mason(Who??) They should have brought back all of the cast and made a sequel the right way! This is a perfect example of what not to do when making a sequel to an already great movie. Overall, Caddyshack II is humorous but a large mistake.<br /><br />I do not recommend this movie.",negative
47371,"A young man falls in love with a princess but then has to go to battle to save her father's kingdom. While away, he accidentally kills an enchanted animal which brings a curse upon him. He becomes a beast and begins to kill even his own comrades. When nobody returns to the kingdom from the battle, the king renders the land of battle cursed and forbids anyone from going there. One day, a rebel who wishes to marry the princess decides that it's time they ventured into the cursed land to claim it for the king and the king agrees, when they reach the land the king is captured by the beast and the rebel returns home to lie to the kingdom that the king has been captured and killed. He assumes the throne and prepares to marry the princess but the night before her wedding, the princess escapes to the land to go and battle the beast herself. It is only when she gets to the cursed land that she begins to realise that her father is still alive and that the beast may not even be that evil after all. Sadly, her discoveries lead her to pay the ultimate price in their revelation.",negative
47376,"Sometimes intentionally campy, at other times unintentionally silly (like in the opening scene, where a woman is ""informed"" that she has been raped and that her family has been slaughtered, just for the sake of exposition), this film is ultimately neither funny enough nor competent enough (as a straightforward adventure story) to be really enjoyable. I'll leave you to decide which may be the highlight, but the low point is probably the fight with a silly metallic dragon. Brigitte Nielsen was a good choice for Sonja, with her fresh face and her firm, slightly muscular body (and I think that her dark-red hair suits her perfectly), but Schwarzenegger gives one of his few colorless performances as Calidor. (*1/2)",negative
47378,"Sheltered young woman, home-schooled and possibly quite gifted, harbors a disturbed, overly-emotional side which comes to the surface after her absentee father pays her mother a visit, asking for a divorce. Directed by celebrated cinematographer William A. Fraker, this ill-titled psychological thriller falls into the trap that most films helmed by directors of photography find themselves in: each shot is composed for the utmost style, but at the sacrifice of fluid pacing and a tight, gripping narrative. Fraker (and his cinematographer, László Kovács) are very fond of gauzy whites and golden tones, giving the picture a burnished, tableaux feel. The mansion at the center of the action looks like a funeral parlor, and Fraker paces the wheezing yarn just like a funeral. Robert Shaw and Sally Kellerman (as Shaw's fiancée), two of the most interesting actors of the 1970s, manage to cut through the plastic overlay and are quite compelling despite the jagged editing (which turns their scenes into little bits of half-realized business). Sondra Locke, another interesting screen personality, seems cast for her resemblance to Catherine Deneuve in ""Repulsion"". Pale and saucer-eyed, with imposingly thick and long hair, Locke is a curious human puzzle, and she's initially quite intimidating and dangerous; however, this role is so old-hat that Locke can find nothing fresh to bring out of the deep freeze, and she flounders. Fraker allows Locke's freak-out scenes to go on and on, while Shaw (looking terrifically debonair) is put in the impossible position of playing touchy-feely daddy to her. All of this nonsense might be worth slogging through if the screenplay had been peppered with a modicum of tangibility (or, at the very least, some dry wit or humorous relief). As it is, Lewis John Carlino and Edward Hume's limp script, adapted from Stanton Forbes' novel ""Go To Thy Deathbed"", strands the viewer early on, and only the charisma of the players gets us to the finish line. *1/2 from ****",negative
47384,"i just glanced over another comment posted here in which the writer discusses the disturbing ways the teenagers in this film use the body of their dead friend. one overlooked in this statement is perhaps the most unsettling of them all, no surprise it's what crispin glover's character (layne) does. he is thrilled over one of his friends murdering another friend of his, the killer's girlfriend. not because layne did not like this individual, rather he is excited about her death because it gives him something to do. this poor boy is bored in life, and dead inside, that a murdered friend is something to get excited about because it provides him with something to focus on.",positive
47387,"Wealthy horse ranchers in Buenos Aires have a long-standing no-trading policy with the Crawfords of Manhattan, but what happens when the mustachioed Latin son falls for a certain Crawford with bright eyes, blonde hair, and some perky moves on the dance floor? 20th Century-Fox musical has a glossy veneer yet seems a bit tatty around the edges. It is very heavy on the frenetic, gymnastic-like dancing, exceedingly thin on story. Betty Grable (an eleventh hour replacement for Alice Faye) gives it a boost, even though she's paired with leaden Don Ameche (in tan make-up and slick hair). Also good: Charlotte Greenwood as Betty's pithy aunt, a limousine driver who's constantly asleep on the job, and Carmen Miranda playing herself (who else?). The stock shots of Argentina far outclass the action filmed on the Fox backlot, and some of the supporting performances are quite awful. By the time of the big horserace finale, most viewers will have had enough. *1/2 from ****",negative
47390,"These guys combine low-brow with low-budget. It's glorious.<br /><br />Look- if you want Bergman, rent ""7th Seal"" or something. If you want to see gross-out humor and exploitation sex, this is the one.<br /><br />I think Jane Jensen as Julia makes it all watchable. She can actually act (really well), she's a complete dreamboat, and she doesn't seem to feel above it all.",positive
47417,"Martin Ritt seems to be a director who was always interested in social issues (as the son of immigrants, he had every incentive to be so, especially since he was blacklisted in the '50s). ""Conrack"" is based on Pat Conroy's novel ""The Water is Wide"", about his own experience in 1969 teaching a school of impoverished black children about the outside world, much to the chagrin of the right-wing superintendent (Hume Cronyn). What added to the movie's strength was the cultural and historical context: Conroy (Jon Voight) frustratedly tells another teacher how many of the children don't know about Paul Newman, Sidney Poitier, the Vietnam War, or even where Vietnam is. He proceeds to enlighten them about all these factors.<br /><br />Somewhere, I read a complaint that when Conroy played music for the children, he only played white music. The truth is, you can't blame the movie for that; it was based on Conroy's real experience. Either way, the movie's a real gem.",positive
47448,"I am normally not compelled to write a review for a film, but the only commentary for this film thus far on is rather unfair, so I feel it necessary to share my point of view.<br /><br />""Krisana"" (or as it was titled at the theater I saw it, ""Fallen"") follows Matiss, a lonely Latvian archivist, as he tries to learn about a woman whom he didn't try to stop from jumping off a bridge, as well as her reasons for doing so. That's the plot in a nutshell, but this film is not concerned with story as much it is in depicting the guilt of a man who failed to act. As a detective who investigates the incident tells him, we usually don't bother to care about the anonymous faces we pass every day until after they die.<br /><br />Comparisons to Michaelango Antonioni and his ""Blowup"" will most likely abound in any review you read about ""Krisana."" The influence of Antonioni's philosophical and austere style and the story of ""Blowup"" are clear and, in fact, writer/director Fred Kelemen makes an obvious reference to that film in scenes in which Matiss attempts to come to know the woman who jumped off the bridge, or at least who he thinks did.<br /><br />The only other person to share his or her views on the film detracts the ""college film class"" look and sound of the film. He or she neglects to consider the budgetary constraints that an existentialist Latvian film most likely faces, but the atmospheric black and white cinematography and ambient sound succeeds at an artistic level to depict the solitude of Matiss. The background sound of wind and street noises lend an ominous aura and reminds one of a Fellini film, whether or not that was Kelemen's intention. The filmmakers undoubtedly had little money, but this constraint is used to the film's advantage.<br /><br />""Krisana"" succeeds as a character study with enough humor thrown in to keep it from being too self-serious. It could have easily fell into the trappings of a mystery story, but it avoids that and becomes an intelligent film about loneliness and guilt. If you are more concerned with plot, this film and its ending may frustrate you. Otherwise, take the time to be engaged by it. It is well-worth seeking out.",positive
47459,"The war in the East,as the Germans referred to the WW2 Soviet-Nazi conflict, was a war of annihilation on the part of the Germany. 90% of the German army were in the Soviet Union fighting. Their ultimate aim was to wipe out the so called ""sub human (Untermensch)"" Russian population and colonize the mainly empty country with German settlers after they had won.<br /><br />Read ""Hitler's Willing Executioners.""<br /><br />Here we have the German army presented as innocent victims and not as Nazi mass murderers. When are modern German film makers going to be honest and face up to the past?<br /><br />Better see the Russian film ""Come and See"" instead!",negative
47461,"I gave this show a chance because of Jaleel White, not for his Urkel character, but mainly for the Sonic the Hedgehog voice XD So anyway, like I said, I gave it a chance, and I was very fond of it. I never cared for the Urkel character, so I was pleased to see Mr. White in a role other than the ever-so-annoying nerd. And his Calvin J. Fraiser (first called Calvin, but come the second episode, everyone started calling him ""J"") was very entertaining and interesting.<br /><br />I think my favorite episode was when J was dating the ex-Cowboys cheerleader with the snobby kid. (""Don't you talk that way 'bout my momma!"" ""This is grown-up talk, you stay down there!"") The only beef I have is that the show was suppose to have 3 main characters, but Mr. White's character always seemed to have the most attention and the other two (who are married) always had the back stories... It isn't exactly a good thing when a story about those two possibly being pregnant takes backseat to J. having to babysit his girlfriend's dog.....<br /><br />Other than that, I really wish this show could have lasted a little longer. Unfortunetely, it seems that people weren't interested in Jaleel White as something other than the God-Awful annoying ass nerd known as Urkel....<br /><br />Hope they at least put it out as a DVD box set.",positive
47491,"with what they had. John and Carolyn were very private so the writers had to put together what they could. I really liked Portia de Rossi as Carolyn, but Jacqueline Bisset's voice grated on my nerves. She should have used her regular voice. I would have preferred that the whole movie focus on John and Carolyn instead of rehashing stuff we already know about John.",positive
47495,"''Meet Sherri..for an evening of Pleasure and Terror!'' Cheap special effects,cheesy lines,yep its the original 1978 Movie ''Nurse Sherri'' Starting Geoffrey Land as Peter Desmond,and Jill Jacobson as Sherri Martin and Directed by Al Adamson.<br /><br />The movie is about an evil ancient spirit that possesses a nurse at a hospital,then she starts killing doctors one by one.The acting was okay but some of the acting was robotic.The storyline was good but the sex scenes were just thrown in there probably to get more views.The directing was bad,And the special effects looked like a drawing,the effects didn't fool anybody.the death scenes were pretty good but the director mixed too many things in there that didn't make any sense like the sex scenes,the nudity,the football player,and many more.<br /><br />Overall Its A Good Movie,But Not The Best.<br /><br />7 Out Of 10",positive
47529,"The plot line is an expose of the under belly of American politics. While the theme seems common, what ""makes"" the movie is the unconventional way the story is told.<br /><br />The characters are played with conviction. You feel the innocence of the lead, and his innocence lost. The politician is the prince of double-talk, a real snake.<br /><br />The camera work is impressive. It affirms the nuances of the acting and dialogue. Ditto for the music.<br /><br />The story uses a parable-style with vingettes where the message is filled with double-entendres. A very canny strategy by the writer/director. The tension in the storyline is carried through to the last scenes.<br /><br />The movie was like a good mystery book. Something was ""afoot""; you knew it was bad; you didn't know exactly what it could be - you had your suspicions; and when the evil was revealed you let out your breath you hadn't noticed you were holding in. Saddened, shaking your head.<br /><br />A story well written and well told. 3 cheers to a young writer/director.",positive
47530,"After a slow beginning, BRUCE ALMIGHTY is a very funny film that had something positive to say. It wasn't one of Jim Carrey's best performances, but he was still OK. Morgan Freeman was just right as God. Jennifer Aniston had some good moments. I miss Steve Correll on ""THE DAILY SHOW!""<br /><br />I like director Tom Shadyac's choices of movies. He also did LIAR LIAR, PATCH ADAMS, and THE NUTTY PROFESSOR. In all three of those and in Bruce Almighty, he takes a big comedy star and tells a human story with him. A director who knows comedy, can get the talent he gets, and can tell a meaningful and intelligent story with it is hard to find.<br /><br />My biggest complaint is that they should have used more biblical references. I only remember three specific biblical references and they were the three funniest parts of the whole movie. My guess is that the first few drafts of the screenplay had more biblical references, but they were cut out because the producers were afraid of offending people. That's too bad because I thought it was a missed opportunity.<br /><br />My Grade:<br /><br />7 out of 10",positive
47552,"So what constitutes a real independent film? In a day and age where the latest fad of mainstream hollywood is to appear rugged and cutting edge, I'm sorry to say that what the general public tends to perceive as independent film is usually nothing more than a clever marketing ploy.<br /><br />Which is why we should be glad that films like ""Hatred of a Minute"" exist. Across the board, this film makes a point out of contradicting its own template (indie horror film). Love it or hate it, ""Hatred"" isn't afraid of being what it is, and in watching this film, you get the real sense that Kallio (the director) didn't just make this film to spray fake blood all over the place, he's in this to tell stories. Good ones. You may find this film in the horror film section of your video store, but don't be fooled, this story is also about love, about good people pushed over the edge, and that oh-so-distant light at the end of the tunnel.<br /><br />If you expect smut, or an Evil Dead ripoff, stay away from this film. But if you dig the finer points of the horror/suspense genres, check this film out.<br /><br />Yes. Bruce Campbell did produce this movie, and I'm sure he's proud to tell anyone that it's not ""Evil Dead"". Bruce has never tried to bank on his ""ash"" image, and it's obvious that he didn't get involved with ""Hatred"" so that it could do so either.<br /><br />My advice, though, to all Dead-ites rabidly devouring anything issued by Mr. Campbell is to check this film out anyway and see what else Mr. Kallio and Mr. Campbell are trying to show you.<br /><br />The acting is well done, although nothing about this film is oscar caliber (perhaps intentionally), it's good to see compassionate performances in a horror film. So often, actors in films such as these don't even seem to try, with ""Hatred"", it seemed as though all the actors took thier charecters very seriously, never resorting to typical horror-film campiness.<br /><br />Technically, ""Hatred"" is about as competent as indie film gets. The editing is fast paced, the cinematography is good given the budget, and ""Hatred"" keeps a quick pace, without any bog-down points or bad anti-climaxes.<br /><br />All in all, Hatred may not have the glossed over look of all those multi-million dollar fake indies, but personally, I don't see a problem with that. It's a film by folks who actually care about the medium. People who reached into thier broke ass pockets, pulled out thier nickles and dimes, threw caution to the wind and made a damn good movie.<br /><br />Check this one out.",positive
47554,"I'd heard about this movie a while ago from a friend and she recently got it on DVD. There was a lot of anticipation and excitement as we'd both heard that this was a terrifying film, really scary. How disappointed was I?? VERY!!!! Apart from that one scene (we all know which bit) NOTHING happened!!! I was expecting to see the woman in black a few times and for her to do a few more jumpy scenes, like appear at the window or walk across the hall or something.<br /><br />Nearly all the reviews here say what a scary, gripping, atmospheric movie this is. I just didn't see it I'm afraid. Maybe there's a difference in what people find scary in the US to here in Britain.<br /><br />A big let down after all the hyped reviews :(",negative
